date,total_sales
23/03/2024,"45,616,644"
24/03/2024,"15,120,000"
25/03/2024,"207,159,454"
26/03/2024,"79,691,000"
27/03/2024,"234,707,415"
28/03/2024,"225,883,774"
29/03/2024,"73,581,314"
30/03/2024,"34,758,688"
31/03/2024,"31,818,000"
1/4/2024,"71,583,398"
2/4/2024,"111,074,602"
3/4/2024,"53,303,452"
4/4/2024,"35,958,000"
5/4/2024,"58,167,150"
6/4/2024,"23,979,000"
7/4/2024,"6,937,000"
8/4/2024,"8,323,330"
9/4/2024,"24,957,798"
10/4/2024,"32,442,000"
11/4/2024,"38,683,656"
12/4/2024,"288,446,946"
13/04/2024,"12,063,474"
14/04/2024,"15,864,000"
15/04/2024,"110,559,602"
16/04/2024,"70,003,965"
17/04/2024,"44,231,570"
19/04/2024,"25,971,000"
20/04/2024,"68,750,160"
21/04/2024,"8,472,000"
22/04/2024,"168,519,184"
23/04/2024,"324,104,282"
24/04/2024,"400,002,000"
25/04/2024,"371,702,388"
26/04/2024,"116,820,000"
27/04/2024,"59,870,000"
28/04/2024,"43,838,910"
29/04/2024,"8,580,000"
1/5/2024,"12,114,000"
2/5/2024,"101,345,811"
3/5/2024,"52,984,000"
4/5/2024,"84,559,982"
5/5/2024,"6,012,000"
6/5/2024,"284,217,000"
7/5/2024,"100,165,044"
8/5/2024,"111,502,150"
9/5/2024,"33,930,000"
10/5/2024,"30,517,889"
11/5/2024,"22,659,000"
12/5/2024,"7,266,000"
13/05/2024,"100,433,430"
14/05/2024,"69,221,370"
15/05/2024,"32,667,271"
16/05/2024,"41,133,469"
17/05/2024,"51,868,000"
18/05/2024,"30,422,399"
19/05/2024,"14,029,000"
20/05/2024,"53,878,676"
21/05/2024,"182,148,000"
22/05/2024,"375,931,000"
23/05/2024,"333,954,000"
24/05/2024,"57,115,000"
25/05/2024,"97,680,968"
26/05/2024,"41,024,000"
27/05/2024,"133,707,963"
28/05/2024,"96,643,000"
29/05/2024,"90,325,309"
30/05/2024,"68,997,158"
31/05/2024,"70,106,054"
1/6/2024,"111,798,000"
2/6/2024,"12,338,000"
3/6/2024,"270,535,000"
4/6/2024,"31,128,000"
5/6/2024,"38,478,000"
6/6/2024,"83,060,000"
7/6/2024,"121,540,808"
8/6/2024,"14,064,000"
9/6/2024,"4,855,000"
10/6/2024,"82,840,803"
11/6/2024,"56,438,000"
12/6/2024,"27,570,491"
13/06/2024,"301,787,000"
14/06/2024,"26,209,000"
15/06/2024,"14,986,443"
17/06/2024,"93,700,500"
18/06/2024,"46,405,460"
19/06/2024,"70,494,817"
20/06/2024,"14,155,168"
21/06/2024,"21,281,052"
22/06/2024,"78,356,328"
23/06/2024,"3,418,000"
24/06/2024,"64,613,272"
25/06/2024,"120,611,060"
26/06/2024,"46,537,260"
27/06/2024,"52,611,436"
28/06/2024,"593,335,000"
29/06/2024,"46,387,000"
30/06/2024,"9,877,000"
1/7/2024,"76,959,517"
2/7/2024,"45,616,000"
3/7/2024,"35,500,218"
4/7/2024,"67,812,779"
5/7/2024,"94,423,746"
6/7/2024,"31,037,258"
7/7/2024,"-1,269,000"
8/7/2024,"76,007,495"
9/7/2024,"47,122,197"
10/7/2024,"63,381,026"
11/7/2024,"49,791,092"
12/7/2024,"37,844,154"
13/07/2024,"13,327,000"
14/07/2024,"7,056,000"
15/07/2024,"40,690,515"
16/07/2024,"28,107,373"
17/07/2024,"23,221,880"
18/07/2024,"-7,483,000"
19/07/2024,"20,929,094"
20/07/2024,"17,547,420"
21/07/2024,"10,136,000"
22/07/2024,"54,029,000"
23/07/2024,"53,357,328"
24/07/2024,"35,093,004"
25/07/2024,"27,361,000"
26/07/2024,"21,785,432"
27/07/2024,"126,076,000"
28/07/2024,"21,152,000"
29/07/2024,"145,241,356"
30/07/2024,"331,941,930"
31/07/2024,"160,934,000"
1/8/2024,"720,067,448"
2/8/2024,"233,386,000"
3/8/2024,"29,110,000"
4/8/2024,"4,675,000"
5/8/2024,"100,914,868"
6/8/2024,"111,899,820"
7/8/2024,"89,152,000"
8/8/2024,"249,534,307"
9/8/2024,"69,713,800"
10/8/2024,"22,944,000"
11/8/2024,"3,126,000"
12/8/2024,"89,481,644"
13/08/2024,"213,586,022"
14/08/2024,"88,907,000"
15/08/2024,"818,401,298"
16/08/2024,"75,134,948"
17/08/2024,"188,275,056"
18/08/2024,"11,352,000"
19/08/2024,"103,934,104"
20/08/2024,"1,277,786,396"
21/08/2024,"264,448,000"
22/08/2024,"55,130,000"
23/08/2024,"117,852,632"
24/08/2024,"110,185,502"
25/08/2024,"60,648,000"
26/08/2024,"114,305,000"
27/08/2024,"171,099,886"
28/08/2024,"119,830,249"
29/08/2024,"30,242,000"
30/08/2024,"70,630,079"
31/08/2024,"44,016,000"
1/9/2024,"33,105,000"
3/9/2024,"27,879,000"
4/9/2024,"113,966,916"
5/9/2024,"93,051,268"
6/9/2024,"73,941,203"
7/9/2024,"70,376,494"
8/9/2024,"32,847,000"
9/9/2024,"100,179,000"
10/9/2024,"91,169,382"
11/9/2024,"45,675,736"
12/9/2024,"145,969,000"
13/09/2024,"45,664,890"
14/09/2024,"62,903,924"
16/09/2024,"167,988,772"
17/09/2024,"242,683,820"
18/09/2024,"54,573,000"
19/09/2024,"78,760,309"
20/09/2024,"39,109,844"
21/09/2024,"31,767,908"
22/09/2024,"2,928,000"
23/09/2024,"79,859,613"
24/09/2024,"190,710,000"
25/09/2024,"156,533,702"
26/09/2024,"60,191,000"
27/09/2024,"55,227,000"
28/09/2024,"27,654,000"
29/09/2024,"10,557,000"
30/09/2024,"64,629,029"
1/10/2024,"109,043,688"
2/10/2024,"83,531,712"
3/10/2024,"43,465,228"
4/10/2024,"51,478,000"
5/10/2024,"28,670,088"
6/10/2024,"37,212,000"
7/10/2024,"33,538,000"
8/10/2024,"149,328,722"
9/10/2024,"45,092,650"
10/10/2024,"68,296,000"
11/10/2024,"45,134,100"
12/10/2024,"219,163,270"
13/10/2024,"36,811,000"
14/10/2024,"45,615,336"
15/10/2024,"61,610,816"
16/10/2024,"28,651,008"
17/10/2024,"33,068,000"
18/10/2024,"34,416,536"
19/10/2024,"22,261,392"
20/10/2024,"7,941,000"
21/10/2024,"26,590,698"
22/10/2024,"56,295,284"
23/10/2024,"44,586,214"
24/10/2024,"54,979,605"
25/10/2024,"163,109,000"
26/10/2024,"855,012,952"
27/10/2024,"33,621,890"
28/10/2024,"703,012,950"
29/10/2024,"611,084,382"
30/10/2024,"67,075,411"
31/10/2024,"28,980,000"
1/11/2024,"119,520,000"
2/11/2024,"38,746,592"
4/11/2024,"131,183,648"
5/11/2024,"68,449,472"
6/11/2024,"67,863,000"
7/11/2024,"76,133,854"
8/11/2024,"53,853,936"
9/11/2024,"28,805,328"
10/11/2024,"3,556,000"
11/11/2024,"132,653,662"
12/11/2024,"193,433,000"
13/11/2024,"73,595,997"
14/11/2024,"31,544,178"
15/11/2024,"21,605,708"
16/11/2024,"39,249,000"
18/11/2024,"-1,806,796"
19/11/2024,"43,019,104"
20/11/2024,"55,711,528"
21/11/2024,"38,220,000"
22/11/2024,"37,258,848"
23/11/2024,"23,814,266"
24/11/2024,"2,614,000"
25/11/2024,"93,914,406"
26/11/2024,"17,377,612"
27/11/2024,"90,453,000"
28/11/2024,"93,914,389"
29/11/2024,"76,692,234"
30/11/2024,"19,995,296"
1/12/2024,"3,173,000"
2/12/2024,"80,145,998"
3/12/2024,"41,237,000"
4/12/2024,"44,230,500"
5/12/2024,"133,943,991"
6/12/2024,"74,347,000"
7/12/2024,"19,904,312"
8/12/2024,"4,992,000"
9/12/2024,"343,326,112"
10/12/2024,"359,755,468"
11/12/2024,"298,642,000"
12/12/2024,"103,797,000"
13/12/2024,"47,449,516"
14/12/2024,"59,438,921"
15/12/2024,"5,291,000"
16/12/2024,"70,659,064"
17/12/2024,"29,210,561"
18/12/2024,"45,385,000"
19/12/2024,"49,118,000"
20/12/2024,"57,404,626"
21/12/2024,"14,541,597"
22/12/2024,"4,464,000"
23/12/2024,"130,136,424"
24/12/2024,"25,223,156"
25/12/2024,"511,280,000"
26/12/2024,"262,752,000"
27/12/2024,"84,148,780"
28/12/2024,"34,953,988"
29/12/2024,"1,740,000"
30/12/2024,"68,520,000"
31/12/2024,"224,683,792"
2/1/2025,"275,802,983"
3/1/2025,"93,895,244"
4/1/2025,"35,656,719"
5/1/2025,"1,894,000"
6/1/2025,"74,069,205"
7/1/2025,"50,553,000"
8/1/2025,"120,177,220"
9/1/2025,"47,334,838"
10/1/2025,"19,007,809"
11/1/2025,"47,426,220"
12/1/2025,"23,494,000"
13/01/2025,"98,309,069"
14/01/2025,"71,838,000"
15/01/2025,"77,664,085"
16/01/2025,"102,713,698"
17/01/2025,"18,354,282"
18/01/2025,"64,236,000"
19/01/2025,"105,945,016"
20/01/2025,"63,759,312"
21/01/2025,"56,339,336"
22/01/2025,"148,573,912"
23/01/2025,"210,976,450"
24/01/2025,"219,015,000"
25/01/2025,"22,830,160"
26/01/2025,"9,692,560"
27/01/2025,"14,376,000"
1/2/2025,"34,020,000"
2/2/2025,"16,272,000"
3/2/2025,"63,902,397"
4/2/2025,"57,119,000"
5/2/2025,"61,862,000"
6/2/2025,"52,631,000"
7/2/2025,"104,055,578"
8/2/2025,"45,109,000"
9/2/2025,"13,972,000"
10/2/2025,"182,411,034"
11/2/2025,"56,814,459"
12/2/2025,"56,897,448"
13/02/2025,"23,372,996"
14/02/2025,"29,917,872"
15/02/2025,"29,301,000"
16/02/2025,"6,720,000"
17/02/2025,"55,525,910"
18/02/2025,"21,344,122"
19/02/2025,"32,417,924"
20/02/2025,"27,210,000"
21/02/2025,"24,944,000"
22/02/2025,"42,944,000"
23/02/2025,"3,924,000"
24/02/2025,"295,282,658"
25/02/2025,"68,068,560"
26/02/2025,"232,922,792"
27/02/2025,"25,388,000"
28/02/2025,"721,050,000"
1/3/2025,"141,828,000"
2/3/2025,"31,921,000"
3/3/2025,"23,598,501"
